Cell_Name	clone.id	clone.status	patient	sampleType	stype	majorCluster	loc
P0701-NTR-1-8	CRC.P0701_C000169:1	NoClonal	P0701	NTR	CD4	CD4_C10-FOXP3	N
P0701-NTR-1-74	CRC.P0701_C000170:1	NoClonal	P0701	NTR	CD4	CD4_C10-FOXP3	N
P0701_TTH-2_6	CRC.P0701_C000171:1	NoClonal	P0701	TTH	CD4	CD4_C05-CXCR6	T
P0701_PTR-1_37	CRC.P0701_C000172:2	Clonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
PTR50-20160701	CRC.P0701_C000172:2	Clonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-TTR-165	CRC.P0701_C000173:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-NTC-1-56	CRC.P0701_C000175:1	NoClonal	P0701	NTC	CD8	CD8_C05-CD6	N
P0701-PTC-1-12	CRC.P0701_C000176:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701_PTR-1_93	CRC.P0701_C000177:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-PTH-2-5	CRC.P0701_C000178:1	NoClonal	P0701	PTH	CD4	CD4_C03-GNLY	P
P0701_TTC-1_85	CRC.P0701_C000179:1	NoClonal	P0701	TTC	CD8	CD8_C08-SLC4A10	T
P0701_PTR-1_85	CRC.P0701_C000180:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
PTR29-20160701	CRC.P0701_C000181:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701-TTR-1-94	CRC.P0701_C000182:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-TTR-1-78	CRC.P0701_C000185:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-TTC-159	CRC.P0701_C000186:2	Clonal	P0701	TTC	CD8	CD8_C07-LAYN	T
P0701_TTC-1_40	CRC.P0701_C000186:2	Clonal	P0701	TTC	CD8	CD8_C07-LAYN	T
P0701-TTR-1-73	CRC.P0701_C000187:2	Clonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_TTH-2_4	CRC.P0701_C000187:2	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-PTH-2-66	CRC.P0701_C000188:1	NoClonal	P0701	PTH	CD4	CD4_C03-GNLY	P
P0701-TTR-156	CRC.P0701_C000189:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-NTC-1-83	CRC.P0701_C000190:1	NoClonal	P0701	NTC	CD8	CD8_C02-GPR183	N
P0701-TTC-153	CRC.P0701_C000192:1	NoClonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701-NTR-116	CRC.P0701_C000193:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-PTH-2-25	CRC.P0701_C000194:1	NoClonal	P0701	PTH	CD4	CD4_C07-GZMK	P
P0701_TTC-1_62	CRC.P0701_C000195:5	Clonal	P0701	TTC	CD8	CD8_C05-CD6	T
P0701-NTC-1-12	CRC.P0701_C000195:5	Clonal	P0701	NTC	CD8	CD8_C05-CD6	N
P0701-TTC-106	CRC.P0701_C000195:5	Clonal	P0701	TTC	CD8	CD8_C05-CD6	T
P0701-NTC-1-90	CRC.P0701_C000195:5	Clonal	P0701	NTC	CD8	CD8_C05-CD6	N
P0701-NTC-1-49	CRC.P0701_C000195:5	Clonal	P0701	NTC	CD8	CD8_C05-CD6	N
P0701_TTH-1_34	CRC.P0701_C000197:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_PTR-1_58	CRC.P0701_C000199:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-NTR-104	CRC.P0701_C000200:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701_PTR-1_53	CRC.P0701_C000201:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-PTC-1-2	CRC.P0701_C000202:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701-TTR-1-80	CRC.P0701_C000203:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-PTH-1-49	CRC.P0701_C000204:1	NoClonal	P0701	PTH	CD4	CD4_C02-ANXA1	P
P0701-NTR-1-16	CRC.P0701_C000205:1	NoClonal	P0701	NTR	CD4	CD4_C04-TCF7	N
P0701_PTR-1_36	CRC.P0701_C000206:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701_PTR-1_45	CRC.P0701_C000207:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701_PTR-1_76	CRC.P0701_C000208:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-NTR-1-7	CRC.P0701_C000209:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-TTR-1-72	CRC.P0701_C000210:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-PTH-2-4	CRC.P0701_C000211:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701_TTH-1_88	CRC.P0701_C000212:1	NoClonal	P0701	TTH	CD4	CD4_C04-TCF7	T
P0701_TTC-1_20	CRC.P0701_C000213:1	NoClonal	P0701	TTC	CD8	CD8_C05-CD6	T
P0701-TTR-186	CRC.P0701_C000214:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701_TTH-1_60	CRC.P0701_C000215:1	NoClonal	P0701	TTH	CD4	CD4_C05-CXCR6	T
P0701_TTC-1_69	CRC.P0701_C000216:1	NoClonal	P0701	TTC	CD8	CD8_C05-CD6	T
P0701_TTR-2_28	CRC.P0701_C000217:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-PTH-2-35	CRC.P0701_C000219:1	NoClonal	P0701	PTH	CD4	CD4_C02-ANXA1	P
P0701-NTC-1-34	CRC.P0701_C000220:1	NoClonal	P0701	NTC	CD8	CD8_C06-CD160	N
P0701-NTC-1-61	CRC.P0701_C000221:1	NoClonal	P0701	NTC	CD8	CD8_C04-GZMK	N
P0701-NTR-1-77	CRC.P0701_C000222:1	NoClonal	P0701	NTR	CD4	CD4_C12-CTLA4	N
P0701-TTC-192	CRC.P0701_C000223:1	NoClonal	P0701	TTC	CD8	CD8_C05-CD6	T
P0701-PTH-2-75	CRC.P0701_C000224:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-PTC-1-91	CRC.P0701_C000225:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701-PTC-1-48	CRC.P0701_C000226:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701-NTR-1-10	CRC.P0701_C000227:1	NoClonal	P0701	NTR	CD4	CD4_C12-CTLA4	N
P0701-NTR-128	CRC.P0701_C000229:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-PTH-2-62	CRC.P0701_C000230:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-PTC-1-52	CRC.P0701_C000231:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701_PTR-1_64	CRC.P0701_C000233:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701-PTC-1-64	CRC.P0701_C000234:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-PTH-2-40	CRC.P0701_C000235:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-NTR-1-53	CRC.P0701_C000236:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-TTR-190	CRC.P0701_C000238:2	Clonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_TTR-2_25	CRC.P0701_C000238:2	Clonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
PTR47-20160701	CRC.P0701_C000239:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
PTR25-20160701	CRC.P0701_C000241:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701-NTC-1-17	CRC.P0701_C000242:1	NoClonal	P0701	NTC	CD8	CD8_C05-CD6	N
P0701-PTH-2-3	CRC.P0701_C000243:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-NTC-1-63	CRC.P0701_C000244:1	NoClonal	P0701	NTC	CD8	CD8_C05-CD6	N
P0701-TTR-184	CRC.P0701_C000245:3	Clonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_TTH-1_78	CRC.P0701_C000245:3	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_TTR-2_32	CRC.P0701_C000245:3	Clonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-PTH-2-17	CRC.P0701_C000246:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701_TTC-1_96	CRC.P0701_C000247:1	NoClonal	P0701	TTC	CD8	CD8_C06-CD160	T
P0701-PTC-1-28	CRC.P0701_C000248:3	Clonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-PTC-1-83	CRC.P0701_C000248:3	Clonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-PTC-1-42	CRC.P0701_C000248:3	Clonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701_PTR-1_57	CRC.P0701_C000249:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701-TTR-1-81	CRC.P0701_C000250:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-NTC-1-14	CRC.P0701_C000253:1	NoClonal	P0701	NTC	CD8	CD8_C04-GZMK	N
P0701-PTH-2-19	CRC.P0701_C000254:1	NoClonal	P0701	PTH	CD4	CD4_C02-ANXA1	P
P0701-PTH-2-58	CRC.P0701_C000255:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-NTR-1-9	CRC.P0701_C000256:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-NTR-165	CRC.P0701_C000260:1	NoClonal	P0701	NTR	CD4	CD4_C10-FOXP3	N
P0701_TTH-1_62	CRC.P0701_C000262:6	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_TTH-1_67	CRC.P0701_C000262:6	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_TTH-1_75	CRC.P0701_C000262:6	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-TTR-1-77	CRC.P0701_C000262:6	Clonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_TTH-2_1	CRC.P0701_C000262:6	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_TTH-1_83	CRC.P0701_C000262:6	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-NTR-1-45	CRC.P0701_C000263:1	NoClonal	P0701	NTR	CD4	CD4_C05-CXCR6	N
P0701-TTC-111	CRC.P0701_C000264:6	Clonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701-PTC-1-35	CRC.P0701_C000264:6	Clonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701_TTC-2_6	CRC.P0701_C000264:6	Clonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701-NTC-1-60	CRC.P0701_C000264:6	Clonal	P0701	NTC	CD8	CD8_C04-GZMK	N
P0701-PTC-1-10	CRC.P0701_C000264:6	Clonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701_TTC-1_23	CRC.P0701_C000264:6	Clonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701-NTR-1-6	CRC.P0701_C000266:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701_TTH-1_57	CRC.P0701_C000267:1	NoClonal	P0701	TTH	CD4	CD4_C07-GZMK	T
P0701-TTC-136	CRC.P0701_C000268:1	NoClonal	P0701	TTC	CD8	CD8_C07-LAYN	T
P0701-NTR-1-44	CRC.P0701_C000270:1	NoClonal	P0701	NTR	CD4	CD4_C12-CTLA4	N
P0701-PTH-2-36	CRC.P0701_C000271:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701_TTC-1_34	CRC.P0701_C000272:1	NoClonal	P0701	TTC	CD8	CD8_C07-LAYN	T
PTC107-20160701	CRC.P0701_C000273:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-PTC-1-45	CRC.P0701_C000275:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701_TTH-1_82	CRC.P0701_C000279:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-NTR-1-87	CRC.P0701_C000280:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-PTH-2-28	CRC.P0701_C000281:1	NoClonal	P0701	PTH	CD4	CD4_C03-GNLY	P
P0701-TTR-142	CRC.P0701_C000282:3	Clonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_TTR-1_92	CRC.P0701_C000282:3	Clonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701_TTR-2_4	CRC.P0701_C000282:3	Clonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-NTC-1-5	CRC.P0701_C000284:1	NoClonal	P0701	NTC	CD8	CD8_C07-LAYN	N
P0701_TTH-1_52	CRC.P0701_C000285:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-PTC-1-19	CRC.P0701_C000287:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701_TTH-1_55	CRC.P0701_C000288:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-PTC-1-81	CRC.P0701_C000289:1	NoClonal	P0701	PTC	CD8	CD8_C08-SLC4A10	P
P0701-TTR-145	CRC.P0701_C000291:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701_TTC-1_80	CRC.P0701_C000292:1	NoClonal	P0701	TTC	CD8	CD8_C07-LAYN	T
P0701-NTR-1-65	CRC.P0701_C000294:1	NoClonal	P0701	NTR	CD4	CD4_C01-CCR7	N
P0701-PTC-111	CRC.P0701_C000295:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-PTH-2-80	CRC.P0701_C000296:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-TTC-108	CRC.P0701_C000297:2	Clonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701_TTC-1_18	CRC.P0701_C000297:2	Clonal	P0701	TTC	CD8	CD8_C07-LAYN	T
P0701_TTR-2_21	CRC.P0701_C000299:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-NTR-1-33	CRC.P0701_C000300:1	NoClonal	P0701	NTR	CD4	CD4_C04-TCF7	N
P0701-PTC-1-49	CRC.P0701_C000303:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701-TTR-1-70	CRC.P0701_C000304:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-PTH-2-12	CRC.P0701_C000305:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701_TTR-1_67	CRC.P0701_C000306:4	Clonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_TTH-1_68	CRC.P0701_C000306:4	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_TTH-1_63	CRC.P0701_C000306:4	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_TTH-1_33	CRC.P0701_C000306:4	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_PTR-2_16	CRC.P0701_C000308:1	NoClonal	P0701	PTR	CD4	CD4_C01-CCR7	P
P0701-TTR-1-46	CRC.P0701_C000309:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-PTH-2-24	CRC.P0701_C000310:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-NTR-127	CRC.P0701_C000311:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
PTC119-20160701	CRC.P0701_C000315:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-TTR-1-82	CRC.P0701_C000317:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_PTR-1_71	CRC.P0701_C000318:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
PTR34-20160701	CRC.P0701_C000319:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701_TTC-1_55	CRC.P0701_C000320:1	NoClonal	P0701	TTC	CD8	CD8_C03-CX3CR1	T
P0701-PTC-1-63	CRC.P0701_C000321:1	NoClonal	P0701	PTC	CD8	CD8_C04-GZMK	P
P0701-NTR-1-70	CRC.P0701_C000322:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701_TTR-2_8	CRC.P0701_C000323:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-PTH-2-13	CRC.P0701_C000324:1	NoClonal	P0701	PTH	CD4	CD4_C02-ANXA1	P
P0701-PTC-1-74	CRC.P0701_C000325:2	Clonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701_TTC-1_54	CRC.P0701_C000325:2	Clonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701_TTH-1_46	CRC.P0701_C000327:1	NoClonal	P0701	TTH	CD4	CD4_C05-CXCR6	T
P0701_TTH-1_80	CRC.P0701_C000328:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-TTR-1-43	CRC.P0701_C000329:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-PTH-2-77	CRC.P0701_C000331:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-PTH-2-87	CRC.P0701_C000332:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-NTR-136	CRC.P0701_C000333:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701_PTR-1_79	CRC.P0701_C000337:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-PTC-1-51	CRC.P0701_C000339:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-NTR-1-83	CRC.P0701_C000340:1	NoClonal	P0701	NTR	CD4	CD4_C04-TCF7	N
P0701-NTR-118	CRC.P0701_C000341:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701_TTH-1_22	CRC.P0701_C000342:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_PTR-2_28	CRC.P0701_C000343:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701_TTH-1_16	CRC.P0701_C000344:1	NoClonal	P0701	TTH	CD4	CD4_C05-CXCR6	T
P0701_PTR-1_83	CRC.P0701_C000345:1	NoClonal	P0701	PTR	CD4	CD4_C01-CCR7	P
P0701-TTC-189	CRC.P0701_C000347:1	NoClonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701-NTC-1-44	CRC.P0701_C000348:1	NoClonal	P0701	NTC	CD8	CD8_C01-LEF1	N
P0701-NTR-1-17	CRC.P0701_C000349:1	NoClonal	P0701	NTR	CD4	CD4_C04-TCF7	N
P0701_TTH-1_26	CRC.P0701_C000350:1	NoClonal	P0701	TTH	CD4	CD4_C02-ANXA1	T
P0701-TTR-185	CRC.P0701_C000351:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-TTR-134	CRC.P0701_C000352:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701_PTR-1_72	CRC.P0701_C000353:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701_PTR-1_95	CRC.P0701_C000354:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701-NTR-1-40	CRC.P0701_C000356:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-PTC-1-5	CRC.P0701_C000357:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701_TTR-1_52	CRC.P0701_C000358:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-PTC-1-22	CRC.P0701_C000360:1	NoClonal	P0701	PTC	CD8	CD8_C01-LEF1	P
P0701-TTR-1-93	CRC.P0701_C000361:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-PTH-2-11	CRC.P0701_C000362:1	NoClonal	P0701	PTH	CD4	CD4_C02-ANXA1	P
P0701_TTH-2_3	CRC.P0701_C000363:2	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_TTH-1_21	CRC.P0701_C000363:2	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-TTR-155	CRC.P0701_C000364:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701-TTC-119	CRC.P0701_C000365:1	NoClonal	P0701	TTC	CD8	CD8_C05-CD6	T
P0701_TTR-1_85	CRC.P0701_C000366:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_TTR-2_22	CRC.P0701_C000367:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-NTC-1-13	CRC.P0701_C000368:2	Clonal	P0701	NTC	CD8	CD8_C06-CD160	N
P0701-NTC-1-36	CRC.P0701_C000368:2	Clonal	P0701	NTC	CD8	CD8_C06-CD160	N
P0701-PTC-1-11	CRC.P0701_C000369:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701_PTR-1_91	CRC.P0701_C000370:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
PTC108-20160701	CRC.P0701_C000371:1	NoClonal	P0701	PTC	CD8	CD8_C04-GZMK	P
P0701_PTR-1_52	CRC.P0701_C000373:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-TTR-139	CRC.P0701_C000374:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-TTR-1-65	CRC.P0701_C000375:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-NTC-1-3	CRC.P0701_C000376:1	NoClonal	P0701	NTC	CD8	CD8_C05-CD6	N
P0701_TTH-1_66	CRC.P0701_C000377:1	NoClonal	P0701	TTH	CD4	CD4_C02-ANXA1	T
P0701-PTC-100	CRC.P0701_C000378:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701_TTC-1_58	CRC.P0701_C000379:1	NoClonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701-NTR-1-11	CRC.P0701_C000381:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701_PTR-2_21	CRC.P0701_C000383:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701-NTR-1-43	CRC.P0701_C000385:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-NTR-1-21	CRC.P0701_C000386:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-TTR-1-75	CRC.P0701_C000387:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
PTR46-20160701	CRC.P0701_C000388:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701_TTC-1_38	CRC.P0701_C000389:1	NoClonal	P0701	TTC	CD8	CD8_C07-LAYN	T
P0701-NTC-1-42	CRC.P0701_C000390:1	NoClonal	P0701	NTC	CD8	CD8_C06-CD160	N
P0701_PTR-1_62	CRC.P0701_C000391:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701-NTR-1-23	CRC.P0701_C000392:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701-PTH-2-91	CRC.P0701_C000393:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701_TTH-2_2	CRC.P0701_C000394:2	Clonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-TTR-1-42	CRC.P0701_C000394:2	Clonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_TTH-1_70	CRC.P0701_C000396:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701-NTC-1-81	CRC.P0701_C000397:1	NoClonal	P0701	NTC	CD8	CD8_C01-LEF1	N
P0701-NTR-1-55	CRC.P0701_C000398:1	NoClonal	P0701	NTR	CD4	CD4_C11-IL10	N
P0701-NTR-1-15	CRC.P0701_C000400:1	NoClonal	P0701	NTR	CD4	CD4_C12-CTLA4	N
P0701-NTR-1-48	CRC.P0701_C000401:1	NoClonal	P0701	NTR	CD4	CD4_C06-CXCR5	N
P0701_TTH-1_38	CRC.P0701_C000404:1	NoClonal	P0701	TTH	CD4	CD4_C04-TCF7	T
P0701_TTR-1_89	CRC.P0701_C000405:1	NoClonal	P0701	TTR	CD4	CD4_C08-IL23R	T
P0701_TTC-1_32	CRC.P0701_C000406:2	Clonal	P0701	TTC	CD8	CD8_C02-GPR183	T
P0701-PTC-124	CRC.P0701_C000406:2	Clonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-TTC-170	CRC.P0701_C000407:1	NoClonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701_TTR-2_1	CRC.P0701_C000408:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
PTC121-20160701	CRC.P0701_C000409:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-NTC-1-31	CRC.P0701_C000410:2	Clonal	P0701	NTC	CD8	CD8_C04-GZMK	N
P0701-NTC-1-47	CRC.P0701_C000410:2	Clonal	P0701	NTC	CD8	CD8_C04-GZMK	N
P0701-PTC-1-33	CRC.P0701_C000411:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-PTC-1-37	CRC.P0701_C000414:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
P0701-PTH-2-95	CRC.P0701_C000416:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-TTC-168	CRC.P0701_C000417:1	NoClonal	P0701	TTC	CD8	CD8_C05-CD6	T
P0701-TTC-144	CRC.P0701_C000418:2	Clonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701_TTC-1_63	CRC.P0701_C000418:2	Clonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701_PTR-1_65	CRC.P0701_C000419:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701_TTC-1_93	CRC.P0701_C000420:1	NoClonal	P0701	TTC	CD8	CD8_C04-GZMK	T
P0701_TTH-1_50	CRC.P0701_C000421:1	NoClonal	P0701	TTH	CD4	CD4_C05-CXCR6	T
P0701_TTH-1_17	CRC.P0701_C000422:1	NoClonal	P0701	TTH	CD4	CD4_C08-IL23R	T
P0701_PTR-1_94	CRC.P0701_C000423:1	NoClonal	P0701	PTR	CD4	CD4_C10-FOXP3	P
P0701_PTR-1_87	CRC.P0701_C000424:1	NoClonal	P0701	PTR	CD4	CD4_C02-ANXA1	P
P0701_TTR-1_61	CRC.P0701_C000425:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-PTH-2-26	CRC.P0701_C000426:1	NoClonal	P0701	PTH	CD4	CD4_C01-CCR7	P
P0701-TTR-162	CRC.P0701_C000427:1	NoClonal	P0701	TTR	CD4	CD4_C12-CTLA4	T
P0701-PTC-1-34	CRC.P0701_C000429:1	NoClonal	P0701	PTC	CD8	CD8_C03-CX3CR1	P
P0701-NTC-1-9	CRC.P0701_C000431:1	NoClonal	P0701	NTC	CD8	CD8_C01-LEF1	N
PTC101-20160701	CRC.P0701_C000432:1	NoClonal	P0701	PTC	CD8	CD8_C02-GPR183	P
