Cell_Name	clone.id	clone.status	patient	sampleType	stype	majorCluster	loc
NTC101-20170411	CRC.P0411_C000066:7	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC105-20170411	CRC.P0411_C000066:7	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC50-20170411	CRC.P0411_C000066:7	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC44-20170411	CRC.P0411_C000066:7	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC2-20170411	CRC.P0411_C000066:7	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC140-20170411	CRC.P0411_C000066:7	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC104-20170411	CRC.P0411_C000067:3	Clonal	P0411	NTC	CD8	CD8_C04-GZMK	N
TTC45-20170411	CRC.P0411_C000067:3	Clonal	P0411	TTC	CD8	CD8_C07-LAYN	T
NTC117-20170411	CRC.P0411_C000067:3	Clonal	P0411	NTC	CD8	CD8_C04-GZMK	N
PTH91-20170411	CRC.P0411_C000069:1	NoClonal	P0411	PTH	CD4	CD4_C10-FOXP3	P
NTH34-20170411	CRC.P0411_C000070:1	NoClonal	P0411	NTH	CD4	CD4_C06-CXCR5	N
TTC18-20170411	CRC.P0411_C000071:1	NoClonal	P0411	TTC	CD8	CD8_C05-CD6	T
TTC65-20170411	CRC.P0411_C000072:1	NoClonal	P0411	TTC	CD8	CD8_C07-LAYN	T
NTC15-20170411	CRC.P0411_C000073:1	NoClonal	P0411	NTC	CD8	CD8_C05-CD6	N
PTH45-20170411	CRC.P0411_C000074:3	Clonal	P0411	PTH	CD4	CD4_C03-GNLY	P
PTH156-20170411	CRC.P0411_C000074:3	Clonal	P0411	PTH	CD4	CD4_C03-GNLY	P
TTR59-20170411	CRC.P0411_C000077:2	Clonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTR118-20170411	CRC.P0411_C000077:2	Clonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
PTC85-20170411	CRC.P0411_C000079:4	Clonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
PTC24-20170411	CRC.P0411_C000079:4	Clonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
PTC49-20170411	CRC.P0411_C000079:4	Clonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
PTC32-20170411	CRC.P0411_C000080:2	Clonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
TTC30-20170411	CRC.P0411_C000080:2	Clonal	P0411	TTC	CD8	CD8_C03-CX3CR1	T
TTR38-20170411	CRC.P0411_C000081:2	Clonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTR42-20170411	CRC.P0411_C000081:2	Clonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
PTH53-20170411	CRC.P0411_C000082:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
TTR43-20170411	CRC.P0411_C000083:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
PTR57-20170411	CRC.P0411_C000084:1	NoClonal	P0411	PTR	CD4	CD4_C10-FOXP3	P
NTC103-20170411	CRC.P0411_C000085:2	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC67-20170411	CRC.P0411_C000085:2	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC109-20170411	CRC.P0411_C000086:11	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC29-20170411	CRC.P0411_C000086:11	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC137-20170411	CRC.P0411_C000086:11	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC98-20170411	CRC.P0411_C000086:11	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC66-20170411	CRC.P0411_C000086:11	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC53-20170411	CRC.P0411_C000086:11	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC24-20170411	CRC.P0411_C000086:11	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC11-20170411	CRC.P0411_C000086:11	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC14-20170411	CRC.P0411_C000086:11	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC102-20170411	CRC.P0411_C000086:11	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC110-20170411	CRC.P0411_C000086:11	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
PTH150-20170411	CRC.P0411_C000089:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
PTH100-20170411	CRC.P0411_C000090:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
TTC6-20170411	CRC.P0411_C000091:6	Clonal	P0411	TTC	CD8	CD8_C04-GZMK	T
TTC26-20170411	CRC.P0411_C000091:6	Clonal	P0411	TTC	CD8	CD8_C04-GZMK	T
PTC20-20170411	CRC.P0411_C000091:6	Clonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
NTC36-20170411	CRC.P0411_C000091:6	Clonal	P0411	NTC	CD8	CD8_C04-GZMK	N
TTC34-20170411	CRC.P0411_C000091:6	Clonal	P0411	TTC	CD8	CD8_C04-GZMK	T
PTC7-20170411	CRC.P0411_C000091:6	Clonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
TTH60-20170411	CRC.P0411_C000092:1	NoClonal	P0411	TTH	CD4	CD4_C05-CXCR6	T
NTC39-20170411	CRC.P0411_C000093:1	NoClonal	P0411	NTC	CD8	CD8_C06-CD160	N
TTR46-20170411	CRC.P0411_C000094:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
NTC99-20170411	CRC.P0411_C000095:1	NoClonal	P0411	NTC	CD8	CD8_C06-CD160	N
PTH77-20170411	CRC.P0411_C000096:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
PTC10-20170411	CRC.P0411_C000097:1	NoClonal	P0411	PTC	CD8	CD8_C02-GPR183	P
NTC133-20170411	CRC.P0411_C000098:1	NoClonal	P0411	NTC	CD8	CD8_C05-CD6	N
TTR2-20170411	CRC.P0411_C000099:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTC82-20170411	CRC.P0411_C000101:1	NoClonal	P0411	TTC	CD8	CD8_C07-LAYN	T
TTH40-20170411	CRC.P0411_C000103:1	NoClonal	P0411	TTH	CD4	CD4_C08-IL23R	T
TTH44-20170411	CRC.P0411_C000104:12	Clonal	P0411	TTH	CD4	CD4_C03-GNLY	T
PTH27-20170411	CRC.P0411_C000104:12	Clonal	P0411	PTH	CD4	CD4_C03-GNLY	P
PTH30-20170411	CRC.P0411_C000104:12	Clonal	P0411	PTH	CD4	CD4_C03-GNLY	P
PTH5-20170411	CRC.P0411_C000104:12	Clonal	P0411	PTH	CD4	CD4_C03-GNLY	P
PTH146-20170411	CRC.P0411_C000104:12	Clonal	P0411	PTH	CD4	CD4_C03-GNLY	P
PTH120-20170411	CRC.P0411_C000104:12	Clonal	P0411	PTH	CD4	CD4_C03-GNLY	P
PTH39-20170411	CRC.P0411_C000104:12	Clonal	P0411	PTH	CD4	CD4_C03-GNLY	P
PTH162-20170411	CRC.P0411_C000104:12	Clonal	P0411	PTH	CD4	CD4_C03-GNLY	P
TTR87-20170411	CRC.P0411_C000105:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
PTR54-20170411	CRC.P0411_C000106:1	NoClonal	P0411	PTR	CD4	CD4_C02-ANXA1	P
NTC31-20170411	CRC.P0411_C000107:4	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC142-20170411	CRC.P0411_C000107:4	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC123-20170411	CRC.P0411_C000107:4	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC48-20170411	CRC.P0411_C000107:4	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
TTR83-20170411	CRC.P0411_C000108:2	Clonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTR99-20170411	CRC.P0411_C000108:2	Clonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTH30-20170411	CRC.P0411_C000111:3	Clonal	P0411	TTH	CD4	CD4_C09-CXCL13	T
TTH17-20170411	CRC.P0411_C000111:3	Clonal	P0411	TTH	CD4	CD4_C09-CXCL13	T
NTC71-20170411	CRC.P0411_C000112:2	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC138-20170411	CRC.P0411_C000112:2	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
TTR117-20170411	CRC.P0411_C000113:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
NTH42-20170411	CRC.P0411_C000114:1	NoClonal	P0411	NTH	CD4	CD4_C04-TCF7	N
PTR64-20170411	CRC.P0411_C000115:1	NoClonal	P0411	PTR	CD4	CD4_C02-ANXA1	P
TTR105-20170411	CRC.P0411_C000116:1	NoClonal	P0411	TTR	CD4	CD4_C08-IL23R	T
TTR24-20170411	CRC.P0411_C000118:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
PTH115-20170411	CRC.P0411_C000119:1	NoClonal	P0411	PTH	CD4	CD4_C02-ANXA1	P
TTC72-20170411	CRC.P0411_C000120:1	NoClonal	P0411	TTC	CD8	CD8_C07-LAYN	T
TTR69-20170411	CRC.P0411_C000121:1	NoClonal	P0411	TTR	CD4	CD4_C08-IL23R	T
PTH69-20170411	CRC.P0411_C000123:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
TTR17-20170411	CRC.P0411_C000124:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
NTC32-20170411	CRC.P0411_C000125:1	NoClonal	P0411	NTC	CD8	CD8_C06-CD160	N
PTH13-20170411	CRC.P0411_C000128:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
TTH94-20170411	CRC.P0411_C000129:1	NoClonal	P0411	TTH	CD4	CD4_C05-CXCR6	T
PTH178-20170411	CRC.P0411_C000130:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
PTH76-20170411	CRC.P0411_C000132:1	NoClonal	P0411	PTH	CD4	CD4_C02-ANXA1	P
NTC38-20170411	CRC.P0411_C000133:2	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
TTH47-20170411	CRC.P0411_C000134:1	NoClonal	P0411	TTH	CD4	CD4_C05-CXCR6	T
NTC12-20170411	CRC.P0411_C000133:2	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
TTC58-20170411	CRC.P0411_C000135:1	NoClonal	P0411	TTC	CD8	CD8_C07-LAYN	T
TTH58-20170411	CRC.P0411_C000136:1	NoClonal	P0411	TTH	CD4	CD4_C08-IL23R	T
TTR40-20170411	CRC.P0411_C000138:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
NTH51-20170411	CRC.P0411_C000141:1	NoClonal	P0411	NTH	CD4	CD4_C05-CXCR6	N
TTC47-20170411	CRC.P0411_C000143:1	NoClonal	P0411	TTC	CD8	CD8_C04-GZMK	T
TTR109-20170411	CRC.P0411_C000145:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
NTC16-20170411	CRC.P0411_C000146:2	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC77-20170411	CRC.P0411_C000146:2	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
TTH28-20170411	CRC.P0411_C000147:1	NoClonal	P0411	TTH	CD4	CD4_C08-IL23R	T
NTC119-20170411	CRC.P0411_C000148:1	NoClonal	P0411	NTC	CD8	CD8_C05-CD6	N
PTR93-20170411	CRC.P0411_C000149:1	NoClonal	P0411	PTR	CD4	CD4_C03-GNLY	P
TTC19-20170411	CRC.P0411_C000150:1	NoClonal	P0411	TTC	CD8	CD8_C06-CD160	T
TTR70-20170411	CRC.P0411_C000151:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTC3-20170411	CRC.P0411_C000152:1	NoClonal	P0411	TTC	CD8	CD8_C05-CD6	T
TTR90-20170411	CRC.P0411_C000153:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTR110-20170411	CRC.P0411_C000154:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTH15-20170411	CRC.P0411_C000157:1	NoClonal	P0411	TTH	CD4	CD4_C05-CXCR6	T
TTR76-20170411	CRC.P0411_C000158:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
PTR70-20170411	CRC.P0411_C000159:1	NoClonal	P0411	PTR	CD4	CD4_C10-FOXP3	P
TTR84-20170411	CRC.P0411_C000160:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTH95-20170411	CRC.P0411_C000161:1	NoClonal	P0411	TTH	CD4	CD4_C08-IL23R	T
PTR4-20170411	CRC.P0411_C000163:1	NoClonal	P0411	PTR	CD4	CD4_C10-FOXP3	P
TTR91-20170411	CRC.P0411_C000164:3	Clonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTR65-20170411	CRC.P0411_C000164:3	Clonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTR6-20170411	CRC.P0411_C000164:3	Clonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTR111-20170411	CRC.P0411_C000165:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
PTC5-20170411	CRC.P0411_C000166:1	NoClonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
NTH24-20170411	CRC.P0411_C000167:1	NoClonal	P0411	NTH	CD4	CD4_C10-FOXP3	N
NTC97-20170411	CRC.P0411_C000168:1	NoClonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTH57-20170411	CRC.P0411_C000171:1	NoClonal	P0411	NTH	CD4	CD4_C04-TCF7	N
TTR47-20170411	CRC.P0411_C000172:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTC20-20170411	CRC.P0411_C000173:6	Clonal	P0411	TTC	CD8	CD8_C06-CD160	T
TTC62-20170411	CRC.P0411_C000173:6	Clonal	P0411	TTC	CD8	CD8_C06-CD160	T
TTC1-20170411	CRC.P0411_C000173:6	Clonal	P0411	TTC	CD8	CD8_C06-CD160	T
NTC49-20170411	CRC.P0411_C000173:6	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTH66-20170411	CRC.P0411_C000175:1	NoClonal	P0411	NTH	CD4	CD4_C07-GZMK	N
NTC55-20170411	CRC.P0411_C000177:1	NoClonal	P0411	NTC	CD8	CD8_C04-GZMK	N
TTR39-20170411	CRC.P0411_C000180:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
NTC3-20170411	CRC.P0411_C000181:2	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC70-20170411	CRC.P0411_C000181:2	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
TTR53-20170411	CRC.P0411_C000182:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
NTC26-20170411	CRC.P0411_C000183:1	NoClonal	P0411	NTC	CD8	CD8_C06-CD160	N
TTH18-20170411	CRC.P0411_C000185:1	NoClonal	P0411	TTH	CD4	CD4_C05-CXCR6	T
TTH66-20170411	CRC.P0411_C000186:1	NoClonal	P0411	TTH	CD4	CD4_C08-IL23R	T
PTH182-20170411	CRC.P0411_C000187:1	NoClonal	P0411	PTH	CD4	CD4_C02-ANXA1	P
PTH141-20170411	CRC.P0411_C000188:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
NTC54-20170411	CRC.P0411_C000189:1	NoClonal	P0411	NTC	CD8	CD8_C05-CD6	N
TTR68-20170411	CRC.P0411_C000191:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
PTH169-20170411	CRC.P0411_C000192:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
PTC76-20170411	CRC.P0411_C000193:2	Clonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
PTC14-20170411	CRC.P0411_C000193:2	Clonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
PTH1-20170411	CRC.P0411_C000194:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
NTH80-20170411	CRC.P0411_C000195:1	NoClonal	P0411	NTH	CD4	CD4_C04-TCF7	N
NTH10-20170411	CRC.P0411_C000196:1	NoClonal	P0411	NTH	CD4	CD4_C06-CXCR5	N
TTC87-20170411	CRC.P0411_C000198:5	Clonal	P0411	TTC	CD8	CD8_C07-LAYN	T
TTC63-20170411	CRC.P0411_C000198:5	Clonal	P0411	TTC	CD8	CD8_C07-LAYN	T
TTC79-20170411	CRC.P0411_C000198:5	Clonal	P0411	TTC	CD8	CD8_C07-LAYN	T
TTC69-20170411	CRC.P0411_C000198:5	Clonal	P0411	TTC	CD8	CD8_C07-LAYN	T
TTC39-20170411	CRC.P0411_C000198:5	Clonal	P0411	TTC	CD8	CD8_C07-LAYN	T
TTR113-20170411	CRC.P0411_C000199:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
NTH44-20170411	CRC.P0411_C000201:1	NoClonal	P0411	NTH	CD4	CD4_C04-TCF7	N
TTR85-20170411	CRC.P0411_C000202:2	Clonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTR106-20170411	CRC.P0411_C000202:2	Clonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
PTH171-20170411	CRC.P0411_C000203:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
PTR1-20170411	CRC.P0411_C000204:1	NoClonal	P0411	PTR	CD4	CD4_C01-CCR7	P
PTR24-20170411	CRC.P0411_C000206:1	NoClonal	P0411	PTR	CD4	CD4_C10-FOXP3	P
TTC43-20170411	CRC.P0411_C000207:1	NoClonal	P0411	TTC	CD8	CD8_C04-GZMK	T
PTH127-20170411	CRC.P0411_C000210:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
PTH122-20170411	CRC.P0411_C000216:1	NoClonal	P0411	PTH	CD4	CD4_C02-ANXA1	P
NTH65-20170411	CRC.P0411_C000217:1	NoClonal	P0411	NTH	CD4	CD4_C04-TCF7	N
PTC64-20170411	CRC.P0411_C000218:1	NoClonal	P0411	PTC	CD8	CD8_C01-LEF1	P
PTH28-20170411	CRC.P0411_C000220:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
TTH27-20170411	CRC.P0411_C000221:2	Clonal	P0411	TTH	CD4	CD4_C09-CXCL13	T
NTH53-20170411	CRC.P0411_C000222:1	NoClonal	P0411	NTH	CD4	CD4_C04-TCF7	N
NTC75-20170411	CRC.P0411_C000223:2	Clonal	P0411	NTC	CD8	CD8_C04-GZMK	N
NTC82-20170411	CRC.P0411_C000223:2	Clonal	P0411	NTC	CD8	CD8_C04-GZMK	N
TTR3-20170411	CRC.P0411_C000224:1	NoClonal	P0411	TTR	CD4	CD4_C08-IL23R	T
PTC58-20170411	CRC.P0411_C000225:1	NoClonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
TTH63-20170411	CRC.P0411_C000226:8	Clonal	P0411	TTH	CD4	CD4_C09-CXCL13	T
TTH24-20170411	CRC.P0411_C000226:8	Clonal	P0411	TTH	CD4	CD4_C07-GZMK	T
NTH67-20170411	CRC.P0411_C000226:8	Clonal	P0411	NTH	CD4	CD4_C07-GZMK	N
TTH78-20170411	CRC.P0411_C000226:8	Clonal	P0411	TTH	CD4	CD4_C05-CXCR6	T
PTH109-20170411	CRC.P0411_C000226:8	Clonal	P0411	PTH	CD4	CD4_C03-GNLY	P
NTC114-20170411	CRC.P0411_C000228:1	NoClonal	P0411	NTC	CD8	CD8_C05-CD6	N
TTC11-20170411	CRC.P0411_C000229:1	NoClonal	P0411	TTC	CD8	CD8_C04-GZMK	T
TTC74-20170411	CRC.P0411_C000230:1	NoClonal	P0411	TTC	CD8	CD8_C07-LAYN	T
PTH43-20170411	CRC.P0411_C000231:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
TTR108-20170411	CRC.P0411_C000233:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
PTR96-20170411	CRC.P0411_C000234:1	NoClonal	P0411	PTR	CD4	CD4_C02-ANXA1	P
TTR77-20170411	CRC.P0411_C000235:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
NTC90-20170411	CRC.P0411_C000237:6	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC125-20170411	CRC.P0411_C000237:6	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC37-20170411	CRC.P0411_C000237:6	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC73-20170411	CRC.P0411_C000237:6	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC144-20170411	CRC.P0411_C000237:6	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC121-20170411	CRC.P0411_C000237:6	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
TTC13-20170411	CRC.P0411_C000238:1	NoClonal	P0411	TTC	CD8	CD8_C02-GPR183	T
PTC72-20170411	CRC.P0411_C000239:1	NoClonal	P0411	PTC	CD8	CD8_C02-GPR183	P
NTH82-20170411	CRC.P0411_C000240:1	NoClonal	P0411	NTH	CD4	CD4_C04-TCF7	N
TTH49-20170411	CRC.P0411_C000242:1	NoClonal	P0411	TTH	CD4	CD4_C08-IL23R	T
NTC127-20170411	CRC.P0411_C000243:2	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC58-20170411	CRC.P0411_C000243:2	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTH15-20170411	CRC.P0411_C000245:1	NoClonal	P0411	NTH	CD4	CD4_C05-CXCR6	N
TTH38-20170411	CRC.P0411_C000246:1	NoClonal	P0411	TTH	CD4	CD4_C05-CXCR6	T
NTC100-20170411	CRC.P0411_C000249:6	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC28-20170411	CRC.P0411_C000249:6	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC42-20170411	CRC.P0411_C000249:6	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC27-20170411	CRC.P0411_C000249:6	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTC89-20170411	CRC.P0411_C000249:6	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC86-20170411	CRC.P0411_C000249:6	Clonal	P0411	NTC	CD8	CD8_C06-CD160	N
NTH49-20170411	CRC.P0411_C000250:1	NoClonal	P0411	NTH	CD4	CD4_C04-TCF7	N
TTC42-20170411	CRC.P0411_C000251:3	Clonal	P0411	TTC	CD8	CD8_C03-CX3CR1	T
PTC4-20170411	CRC.P0411_C000251:3	Clonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
PTC57-20170411	CRC.P0411_C000251:3	Clonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
NTH71-20170411	CRC.P0411_C000252:1	NoClonal	P0411	NTH	CD4	CD4_C05-CXCR6	N
NTC59-20170411	CRC.P0411_C000253:4	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC78-20170411	CRC.P0411_C000253:4	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC92-20170411	CRC.P0411_C000253:4	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC129-20170411	CRC.P0411_C000253:4	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
PTH14-20170411	CRC.P0411_C000254:1	NoClonal	P0411	PTH	CD4	CD4_C02-ANXA1	P
NTH73-20170411	CRC.P0411_C000255:1	NoClonal	P0411	NTH	CD4	CD4_C05-CXCR6	N
TTC41-20170411	CRC.P0411_C000256:1	NoClonal	P0411	TTC	CD8	CD8_C04-GZMK	T
TTR31-20170411	CRC.P0411_C000257:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTR67-20170411	CRC.P0411_C000258:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
PTR22-20170411	CRC.P0411_C000259:1	NoClonal	P0411	PTR	CD4	CD4_C10-FOXP3	P
PTR19-20170411	CRC.P0411_C000260:1	NoClonal	P0411	PTR	CD4	CD4_C10-FOXP3	P
NTH7-20170411	CRC.P0411_C000261:2	Clonal	P0411	NTH	CD4	CD4_C07-GZMK	N
TTH19-20170411	CRC.P0411_C000261:2	Clonal	P0411	TTH	CD4	CD4_C07-GZMK	T
PTR61-20170411	CRC.P0411_C000262:1	NoClonal	P0411	PTR	CD4	CD4_C10-FOXP3	P
TTR75-20170411	CRC.P0411_C000265:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTC7-20170411	CRC.P0411_C000266:1	NoClonal	P0411	TTC	CD8	CD8_C04-GZMK	T
TTR51-20170411	CRC.P0411_C000267:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
NTH85-20170411	CRC.P0411_C000269:1	NoClonal	P0411	NTH	CD4	CD4_C04-TCF7	N
PTH12-20170411	CRC.P0411_C000270:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
PTH174-20170411	CRC.P0411_C000271:1	NoClonal	P0411	PTH	CD4	CD4_C02-ANXA1	P
PTH78-20170411	CRC.P0411_C000272:1	NoClonal	P0411	PTH	CD4	CD4_C02-ANXA1	P
TTR11-20170411	CRC.P0411_C000273:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTR12-20170411	CRC.P0411_C000274:1	NoClonal	P0411	TTR	CD4	CD4_C08-IL23R	T
PTR2-20170411	CRC.P0411_C000275:1	NoClonal	P0411	PTR	CD4	CD4_C01-CCR7	P
PTR84-20170411	CRC.P0411_C000276:1	NoClonal	P0411	PTR	CD4	CD4_C10-FOXP3	P
TTR37-20170411	CRC.P0411_C000277:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
TTR1-20170411	CRC.P0411_C000278:1	NoClonal	P0411	TTR	CD4	CD4_C12-CTLA4	T
NTC65-20170411	CRC.P0411_C000279:2	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
NTC107-20170411	CRC.P0411_C000279:2	Clonal	P0411	NTC	CD8	CD8_C05-CD6	N
TTC60-20170411	CRC.P0411_C000280:1	NoClonal	P0411	TTC	CD8	CD8_C04-GZMK	T
TTC32-20170411	CRC.P0411_C000281:2	Clonal	P0411	TTC	CD8	CD8_C07-LAYN	T
TTC28-20170411	CRC.P0411_C000281:2	Clonal	P0411	TTC	CD8	CD8_C07-LAYN	T
TTC40-20170411	CRC.P0411_C000282:1	NoClonal	P0411	TTC	CD8	CD8_C08-SLC4A10	T
NTH17-20170411	CRC.P0411_C000284:1	NoClonal	P0411	NTH	CD4	CD4_C04-TCF7	N
PTH75-20170411	CRC.P0411_C000285:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
PTC15-20170411	CRC.P0411_C000286:1	NoClonal	P0411	PTC	CD8	CD8_C03-CX3CR1	P
TTC59-20170411	CRC.P0411_C000287:3	Clonal	P0411	TTC	CD8	CD8_C04-GZMK	T
TTC14-20170411	CRC.P0411_C000287:3	Clonal	P0411	TTC	CD8	CD8_C07-LAYN	T
TTC93-20170411	CRC.P0411_C000287:3	Clonal	P0411	TTC	CD8	CD8_C04-GZMK	T
PTC46-20170411	CRC.P0411_C000289:1	NoClonal	P0411	PTC	CD8	CD8_C04-GZMK	P
TTH11-20170411	CRC.P0411_C000290:1	NoClonal	P0411	TTH	CD4	CD4_C08-IL23R	T
PTH31-20170411	CRC.P0411_C000291:1	NoClonal	P0411	PTH	CD4	CD4_C01-CCR7	P
NTH56-20170411	CRC.P0411_C000292:1	NoClonal	P0411	NTH	CD4	CD4_C06-CXCR5	N
